Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,momentum
2021-02-11 00:00:00-05:00,189.17999267578125,191.25,188.07000732421875,190.91000366210938,17507900,0.0,0.0,
2021-02-12 00:00:00-05:00,193.0,193.85000610351562,186.55999755859375,187.6699981689453,27233800,0.0,0.0,-0.016971376203514854
2021-02-16 00:00:00-05:00,187.3000030517578,188.44000244140625,184.86000061035156,186.35000610351562,11630700,0.0,0.0,-0.007033580637867298
2021-02-17 00:00:00-05:00,185.36000061035156,187.6300048828125,182.16000366210938,186.44000244140625,11391800,0.0,0.0,0.00048294250036473585
2021-02-18 00:00:00-05:00,184.7899932861328,186.39999389648438,182.83999633789062,183.0,12380900,0.0,0.0,-0.01845098903861775
2021-02-19 00:00:00-05:00,184.27000427246094,184.77999877929688,182.7899932861328,183.64999389648438,8834500,0.0,0.0,0.003551879215761611
2021-02-22 00:00:00-05:00,181.74000549316406,194.02000427246094,181.52999877929688,191.75999450683594,18799600,0.0,0.0,0.04416009191333181
2021-02-23 00:00:00-05:00,193.58999633789062,198.94000244140625,188.66000366210938,197.08999633789062,23191400,0.0,0.0,0.027795170962338966
2021-02-24 00:00:00-05:00,197.5800018310547,200.60000610351562,195.3300018310547,197.50999450683594,16205900,0.0,0.0,0.002130996888473513
2021-02-25 00:00:00-05:00,197.72999572753906,197.9600067138672,190.3800048828125,190.97999572753906,12712000,0.0,0.0,-0.033061611872359564
2021-02-26 00:00:00-05:00,190.07000732421875,191.61000061035156,185.4499969482422,189.0399932861328,15844000,0.0,0.0,-0.010158144752364207
2021-03-01 00:00:00-05:00,193.22999572753906,196.89999389648438,191.38999938964844,194.97999572753906,10709900,0.0,0.0,0.03142193531722892
2021-03-02 00:00:00-05:00,196.10000610351562,197.9600067138672,193.49000549316406,193.94000244140625,8371400,0.0,0.0,-0.0053338460812466515
2021-03-03 00:00:00-05:00,194.6300048828125,196.80999755859375,192.2100067138672,192.25999450683594,8750300,0.0,0.0,-0.008662513733224686
2021-03-04 00:00:00-05:00,189.89999389648438,192.47999572753906,184.1199951171875,188.02999877929688,12542600,0.0,0.0,-0.022001434767484396
2021-03-05 00:00:00-05:00,189.14999389648438,190.57000732421875,183.33999633789062,189.99000549316406,10266400,0.0,0.0,0.010423904305651543
2021-03-08 00:00:00-05:00,197.30999755859375,203.02000427246094,193.7899932861328,201.91000366210938,25093200,0.0,0.0,0.0627401327664796
2021-03-09 00:00:00-05:00,200.19000244140625,201.6999969482422,194.3699951171875,194.50999450683594,23331000,0.0,0.0,-0.03665003724955174
2021-03-10 00:00:00-05:00,197.30999755859375,198.8000030517578,194.67999267578125,195.05999755859375,13662100,0.0,0.0,0.002827633886640646
