Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,momentum
2021-02-11 00:00:00-05:00,240.49179166685337,240.8553049811934,237.90786083298474,240.20687866210938,15751100,0.0,0.0,
2021-02-12 00:00:00-05:00,239.65667725534271,241.0026869481659,238.47770259061372,240.6981201171875,16561100,0.0,0.0,0.0020450765515718228
2021-02-16 00:00:00-05:00,240.7373965340787,241.818131982192,238.66436035013422,239.43069458007812,26728500,0.0,0.0,-0.005265622915926027
2021-02-17 00:00:00-05:00,237.63844981622037,240.5828250138719,237.26424225558148,240.47450256347656,21653500,0.56,0.0,0.004359541224357555
2021-02-18 00:00:00-05:00,238.11115415158793,240.20864911149727,237.18549218548512,240.07078552246094,16925600,0.0,0.0,-0.0016788351226927345
2021-02-19 00:00:00-05:00,240.0313801868136,240.1397026414765,236.51583645221152,237.29379272460938,25262600,0.0,0.0,-0.0115673916416279
2021-02-22 00:00:00-05:00,233.7979824750754,234.30019664275798,228.8545620388472,230.932373046875,36446900,0.0,0.0,-0.026808200942352922
2021-02-23 00:00:00-05:00,226.81612297413875,231.2474716706593,225.24052631608566,229.71127319335938,30228700,0.0,0.0,-0.005287694563584466
2021-02-24 00:00:00-05:00,226.5010088821158,231.61183370344426,225.50642264574714,230.9717559814453,26339700,0.0,0.0,0.005487248277209922
2021-02-25 00:00:00-05:00,228.53943803355799,231.01114059101135,224.4035153572359,225.49658203125,39542200,0.0,0.0,-0.023704950100631117
2021-02-26 00:00:00-05:00,227.99780037141755,231.77921411084372,226.03815420219286,228.8348388671875,37819200,0.0,0.0,0.014804024104785984
2021-03-01 00:00:00-05:00,232.30112931845434,233.84718478217047,229.59308301852067,233.3252716064453,25324000,0.0,0.0,0.01962302926200854
2021-03-02 00:00:00-05:00,233.39422024769226,233.67980448369906,229.88853325756955,230.3021240234375,22812500,0.0,0.0,-0.012956794444911268
2021-03-03 00:00:00-05:00,228.618223625161,230.0165586260845,223.79296789137814,224.08839416503906,34029500,0.0,0.0,-0.026980775295698423
2021-03-04 00:00:00-05:00,223.2808989284777,228.94317791645918,220.8387225636344,223.2710418701172,44727800,0.0,0.0,-0.0036474548267765305
2021-03-05 00:00:00-05:00,226.01848751267724,229.71127817316537,223.00517273787952,228.06675720214844,41872800,0.0,0.0,0.021479343186928235
2021-03-08 00:00:00-05:00,227.84025229479315,229.80974062174232,223.66494665830314,223.9209747314453,35267400,0.0,0.0,-0.018177934046865407
2021-03-09 00:00:00-05:00,229.3272371950197,231.7890977281988,228.13569008551917,230.2135009765625,33080500,0.0,0.0,0.028101549007027993
2021-03-10 00:00:00-05:00,233.38438269951888,233.38438269951888,228.5000447033106,228.87425231933594,29746800,0.0,0.0,-0.005817420140632468
2021-03-11 00:00:00-05:00,231.37549708822775,235.5212616346262,230.7354043613134,233.51239013671875,29907600,0.0,0.0,0.020265004780491758
2021-03-12 00:00:00-05:00,230.43996693970675,232.22236642515247,229.67186772542752,232.15342712402344,22653700,0.0,0.0,-0.0058196612689358496
2021-03-15 00:00:00-04:00,231.37551911726797,231.60200609093795,228.27356566689585,231.22779846191406,26034900,0.0,0.0,-0.003987141924098658
2021-03-16 00:00:00-04:00,232.67534990186942,236.39768164025355,232.3405404923013,234.0835418701172,28092200,0.0,0.0,0.012350346399520484
2021-03-17 00:00:00-04:00,232.54733011934667,234.91072514685393,229.67187894131587,233.4237518310547,29562100,0.0,0.0,-0.002818609261425964
2021-03-18 00:00:00-04:00,229.01212113224346,230.6172590733666,226.8161456547717,227.2001953125,34833000,0.0,0.0,-0.026662053324629564
2021-03-19 00:00:00-04:00,227.49560749414408,228.92348356766357,225.85108649625573,226.83583068847656,46430700,0.0,0.0,-0.0016037161566796465
2021-03-22 00:00:00-04:00,226.75704782294994,233.28589155572502,226.6290262705021,232.38978576660156,30127000,0.0,0.0,0.024484469941402187
2021-03-23 00:00:00-04:00,233.86689726123348,237.3725840860622,233.4533065148664,233.9555206298828,31638400,0.0,0.0,0.0067375373582632125
2021-03-24 00:00:00-04:00,234.221396750547,234.36910235927985,231.72999530990043,231.86785888671875,25620100,0.0,0.0,-0.00892332755193559
2021-03-25 00:00:00-04:00,231.71032072873714,233.32530066771653,228.03722895170566,228.79547119140625,34061900,0.0,0.0,-0.013250597603583936
2021-03-26 00:00:00-04:00,228.0175026646717,233.09878590055118,228.0175026646717,232.87228393554688,25479900,0.0,0.0,0.017818590214707664
2021-03-29 00:00:00-04:00,232.98061015978905,233.18741303857416,228.34247372106867,231.65121459960938,25227500,0.0,0.0,-0.005243515094632167
2021-03-30 00:00:00-04:00,229.9672901335735,230.28241546033306,227.574369165754,228.31292724609375,24792000,0.0,0.0,-0.014410834664888683
2021-03-31 00:00:00-04:00,229.35675742626103,235.45232595530203,228.84468627472532,232.17312622070312,43623500,0.0,0.0,0.0169074919286043
2021-04-01 00:00:00-04:00,234.83194354734385,239.13527076422,234.41835279884347,238.6527557373047,30338000,0.0,0.0,0.02790861122506505
2021-04-05 00:00:00-04:00,239.05648493325364,246.14665484854808,238.99740268829342,245.27023315429688,36910600,0.0,0.0,0.027728476868192242
2021-04-06 00:00:00-04:00,243.83250353370602,245.5951889793279,243.11364449983824,244.0786895751953,22931900,0.0,0.0,-0.004858084749126412
2021-04-07 00:00:00-04:00,244.02944328230367,247.10184019522785,243.41890672294133,246.08755493164062,22719800,0.0,0.0,0.008230400449714015
2021-04-08 00:00:00-04:00,248.91380158936104,250.26289636727793,248.1555443299605,249.386474609375,23625200,0.0,0.0,0.01340547139269499
2021-04-09 00:00:00-04:00,249.01227442769056,252.08468671448588,248.58884161141705,251.9468231201172,24326800,0.0,0.0,0.010266589295801154
2021-04-12 00:00:00-04:00,250.82421505409405,253.73906465163898,250.73557665164483,252.0059051513672,27148700,0.0,0.0,0.0002345019894212097
2021-04-13 00:00:00-04:00,253.3353382617763,255.23588762351827,252.911875356487,254.5465545654297,23837500,0.0,0.0,0.010081705873266955
2021-04-14 00:00:00-04:00,253.55196170737977,254.8813424106053,251.26734782229497,251.69078063964844,23070900,0.0,0.0,-0.011219063368022142
2021-04-15 00:00:00-04:00,253.9950668146952,255.9645552342445,253.79813600394527,255.54112243652344,25627500,0.0,0.0,0.015297905577191573
2021-04-16 00:00:00-04:00,255.51159264807572,257.0182501537934,253.6701257024218,256.76220703125,24878600,0.0,0.0,0.004778426983038209
2021-04-19 00:00:00-04:00,256.22060048750006,257.49092894329203,253.88676149914397,254.79270935058594,23209300,0.0,0.0,-0.007670512352405345
2021-04-20 00:00:00-04:00,253.88676323753523,256.2304593007617,252.92170307855702,254.32005310058594,19722900,0.0,0.0,-0.0018550619097568166
2021-04-21 00:00:00-04:00,254.98964949853158,256.70309468201395,253.32542950114683,256.6046142578125,24030400,0.0,0.0,0.00898301620094033
2021-04-22 00:00:00-04:00,256.24027424889834,257.7863298214802,251.74000116709723,253.24667358398438,25606200,0.0,0.0,-0.01308604945994607
2021-04-23 00:00:00-04:00,253.94582157921172,257.5204475868437,253.34511203162324,257.1659240722656,21462600,0.0,0.0,0.015476019616824432
2021-04-26 00:00:00-04:00,257.66818246457683,258.43628177273683,256.20092315781187,257.5598449707031,19763300,0.0,0.0,0.001531777197381734
2021-04-27 00:00:00-04:00,257.58935455639374,259.17480822198945,256.15163655090123,257.9734191894531,31014200,0.0,0.0,0.0016057402845426338
2021-04-28 00:00:00-04:00,252.1732835315546,252.6262875046263,249.09104437856658,250.67648315429688,46903100,0.0,0.0,-0.02828561197538515
2021-04-29 00:00:00-04:00,251.56276812540443,252.1930038328624,245.2013137750593,248.6577606201172,40589000,0.0,0.0,-0.008053098993482832
2021-04-30 00:00:00-04:00,245.93003087577182,249.2190730173397,245.7921672837901,248.33279418945312,30945100,0.0,0.0,-0.001306882318306224
2021-05-03 00:00:00-04:00,249.5341537508042,250.4696726846812,247.288938361505,248.0176544189453,19626600,0.0,0.0,-0.0012690219652077284
2021-05-04 00:00:00-04:00,247.14124462869736,247.3775886379805,242.0107209106189,244.00975036621094,32756100,0.0,0.0,-0.016159753071304794
2021-05-05 00:00:00-04:00,245.26038372919282,245.6936735737239,242.06982219401613,242.70989990234375,21901300,0.0,0.0,-0.005327043128056874
2021-05-06 00:00:00-04:00,242.6901911681329,246.04817230381602,240.95704688487865,245.92015075683594,26491100,0.0,0.0,0.013226699264363928
